KEGG_ID	KEGG_Name	methods	BLCA	KICH	PRAD	BRCA	KIRC	READ	COAD	STAD	LIHC	THCA	LUAD	UCEC	HNSC	LUSC	CESC	CHOL	metaz
hsa05223	Non-small cell lung cancer	NEA	20.7525502	25.14539757	19.22126385	21.2636885	28.13052715	18.87815944	15.98631397	12.47203679	12.17929912	26.41361752	17.38745424	20.86237539	15.41822439	11.74228598	9.993047802	14.04446593	72.47267696
hsa05224	Breast cancer	NEA	33.77970224	38.27555866	35.21773604	35.84518767	35.90376432	29.29668803	28.36519272	25.63224255	22.55950304	38.27555866	29.12739357	33.28901978	28.52736407	19.90772285	18.02661724	23.21595009	118.8113004
hsa05225	Hepatocellular carcinoma	NEA	22.00192777	29.42564657	24.8326421	21.87447936	24.53949813	18.83302865	18.06204703	16.35811031	17.70637233	28.98848582	16.48980297	21.38516084	20.08392093	11.59614148	11.30508771	17.9400031	80.35558878
hsa05226	Gastric cancer	NEA	31.49345984	34.36150664	30.15983335	31.24241133	30.63674809	25.01357204	24.2043958	23.69409753	20.25988768	35.13123296	24.78720018	30.6195973	24.45209621	18.01692302	18.69873627	20.08628383	105.7144955
hsa05230	Central carbon metabolism in cancer	NEA	12.10883314	25.62633664	13.43656038	16.39637252	25.58997626	13.51287489	10.62680135	6.177851119	10.78085367	21.04183088	12.52798787	18.29984651	12.24467278	8.140938963	7.790684115	17.62334835	57.98144236
hsa05231	Choline metabolism in cancer	NEA	23.81067038	34.43977723	26.71739442	25.0313254	35.63344741	26.87296684	22.74112962	13.7863383	14.25399278	31.81503958	21.75883823	24.67691613	20.52145322	14.29006242	10.60133296	16.95137915	90.97551602
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	NEA	14.3624443	18.43127453	11.02052235	12.81934496	30.36667305	17.3069359	14.84045399	4.192609732	5.705815501	19.71175089	13.51416826	12.82636795	8.207145866	9.299234833	4.025800786	7.945907928	51.1441127
hsa00010	Glycolysis / Gluconeogenesis	ROntoTools	0	0	0	2.098649402	2.514432056	0	0	0	2.346114558	0	0	0	2.119235469	0	0	5.079511034	3.53948563
hsa00020	Citrate cycle (TCA cycle)	ROntoTools	0	0	0	0	2.044702298	0	0	0	0	0	0	0	0	0	0	0	0.511175574
hsa00030	Pentose phosphate pathway	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.696081121	0.42402028
hsa00190	Oxidative phosphorylation	ROntoTools	0	0	0	0	2.042739276	0	0	0	0	0	0	0	0	0	0	0	0.510684819
hsa00250	Alanine, aspartate and glutamate metabolism	ROntoTools	0	0	0	0	1.915626814	0	0	0	3.592846713	0	0	0	0	0	0	5.079511034	2.64699614
hsa00260	Glycine, serine and threonine metabolism	ROntoTools	0	4.163298019	0	0	2.666134382	0	0	1.764066479	3.640497666	0	0	0	0	0	0	5.079511034	4.328376895
hsa00330	Arginine and proline metabolism	ROntoTools	1.661155735	4.486717635	1.65742614	0	2.521308388	0	0	0	2.639595367	0	0	0	2.193787889	0	0	4.685320911	4.961328016
hsa00564	Glycerophospholipid metabolism	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00980	Metabolism of xenobiotics by cytochrome P450	ROntoTools	0	4.728398529	2.543148618	3.100279282	2.02420211	3.561744569	4.097816582	3.006531888	4.788487743	0	1.694495544	0	4.298691047	4.092716606	0	5.079511034	10.75400589
hsa01212	Fatty acid metabolism	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa03022	Basal transcription factors	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa03320	PPAR signaling pathway	ROntoTools	0	2.03795532	0	4.73041883	2.514432056	2.822369941	3.459787619	3.248211822	3.623539712	0	2.796074787	0	4.493476088	2.282324395	0	5.079511034	9.272025401
hsa04010	MAPK signaling pathway	ROntoTools	3.718639587	0	0	2.653163692	0	0	0	0	0	0	0	2.690470903	0	1.916246289	1.931436447	0	3.227489229
hsa04020	Calcium signaling pathway	ROntoTools	4.679578489	3.559899413	3.644755246	4.73041883	3.843107831	4.08548537	4.053199482	4.361837448	0	3.015730954	3.972978341	4.652543886	3.391965644	4.299369234	4.646065134	0	14.23423383
hsa04024	cAMP signaling pathway	ROntoTools	3.545876516	3.724831898	3.448352249	3.93641282	0	4.235202298	4.559444681	4.161958047	0	0	2.534787302	3.870120781	0	2.582105842	1.732052175	0	9.582786152
hsa04060	Cytokine-cytokine receptor interaction	ROntoTools	2.093878247	2.557891894	0	4.378439211	3.768462093	3.756400962	3.731481108	3.540957922	4.181568734	2.903403725	2.910115971	2.233817702	3.433047485	3.793199633	0	0	10.82066617
hsa04062	Chemokine signaling pathway	ROntoTools	1.957450702	0	0	0	4.099706187	2.389931166	4.053199482	2.04573649	2.346114558	0	1.889473864	0	0	3.354726808	0	0	5.534084814
hsa04064	NF-kappa B signaling pathway	ROntoTools	0	0	0	0	1.649513483	0	0	0	0	0	0	0	0	0	0	0	0.412378371
hsa04066	HIF-1 signaling pathway	ROntoTools	1.661155735	0	0	0	2.24177333	0	0	0	0	0	0	0	0	0	0	0	0.975732266
hsa04110	Cell cycle	ROntoTools	3.545876516	0	0	2.848265757	0	0	0	3.876784804	4.385221471	0	2.535842807	3.109652876	0	2.972178889	3.97293372	3.504122473	7.687719828
hsa04115	p53 signaling pathway	ROntoTools	0	0	0	0	0	0	0	2.228487357	1.903694096	1.830620796	0	0	0	0	3.785756484	2.355154349	3.025928271
hsa04142	Lysosome	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04150	mTOR signaling pathway	ROntoTools	0	0	0	0	1.811106101	0	0	0	0	0	0	0	0	0	0	0	0.452776525
hsa04151	PI3K-Akt signaling pathway	ROntoTools	3.654487509	0	2.491489134	4.73041883	2.455567781	1.905715199	2.747436798	0	3.08683252	0	2.117996193	3.928843794	2.011760252	3.003395039	3.559592475	0	8.923383881
hsa04210	Apoptosis	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.721343624	1.734652077	0.863998925
hsa04310	Wnt signaling pathway	ROntoTools	2.216976047	0	2.287523066	0	0	2.964549835	3.522254416	0	0	0	1.651515747	0	0	0	0	0	3.160704778
hsa04330	Notch signaling pathway	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04340	Hedgehog signaling pathway	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	2.11074004	0	0	0	0	0.52768501
hsa04350	TGF-beta signaling pathway	ROntoTools	0	2.213980467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553495117
hsa04370	VEGF signaling pathway	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04510	Focal adhesion	ROntoTools	4.470238525	0	3.426028505	4.653913399	0	0	0	0	0	0	2.659358506	4.652543886	3.657395601	3.703025468	4.40488569	1.734652077	8.340510415
hsa04512	ECM-receptor interaction	ROntoTools	3.998914638	3.614604094	2.561271357	4.281237567	3.823552484	2.132488371	2.264413872	3.215115692	3.9003465	3.296863324	4.077293892	4.414611563	4.646749679	3.780346631	3.804235348	4.283184368	14.52380735
hsa04514	Cell adhesion molecules	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04520	Adherens junction	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04620	Toll-like receptor signaling pathway	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04630	JAK-STAT signaling pathway	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04660	T cell receptor signaling pathway	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04662	B cell receptor signaling pathway	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04810	Regulation of actin cytoskeleton	ROntoTools	2.669931984	0	2.491489134	1.815930141	2.367114406	0	0	0	0	0	0	0	0	0	0	0	2.336116416
hsa04915	Estrogen signaling pathway	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05160	Hepatitis C	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05161	Hepatitis B	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05165	Human papillomavirus infection	ROntoTools	0	0	0	0	3.13251712	0	0	0	0	0	0	0	0	0	1.667624305	0	1.200035356
hsa05166	Human T-cell leukemia virus 1 infection	ROntoTools	0	0	0	0	2.042739276	0	0	0	0	0	0	0	0	0	0	0	0.510684819
hsa05167	Kaposi sarcoma-associated herpesvirus infection	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05169	Epstein-Barr virus infection	ROntoTools	0	0	0	0	1.850931972	0	0	0	0	0	0	0	0	0	0	0	0.462732993
hsa05200	Pathways in cancer	ROntoTools	3.822434895	2.866135004	1.98491521	3.8720484	4.099706187	2.822369941	3.386956005	1.764066479	2.60739211	2.282773457	2.535842807	4.364178019	1.667181145	3.218702942	3.049909189	1.802911612	11.53688085
hsa05202	Transcriptional misregulation in cancer	ROntoTools	2.754314438	0	0	2.904485925	0	0	0	2.193995441	2.207395157	1.756724223	0	2.128088274	1.667181145	2.567985145	0	0	4.545042437
hsa05203	Viral carcinogenesis	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.296820758	0	0.574205189
hsa05204	Chemical carcinogenesis - DNA adducts	ROntoTools	0	4.163298019	3.10183724	0	0	2.697857724	4.197333196	0	4.788487743	0	0	0	2.193787889	2.363242057	0	5.079511034	7.146338725
hsa05205	Proteoglycans in cancer	ROntoTools	2.754314438	2.478915947	2.596581959	2.815264946	2.614499698	3.019347297	2.719940688	0	0	0	2.395628612	4.364178019	0	0	2.09614325	0	6.963703713
hsa05206	MicroRNAs in cancer	ROntoTools	3.50803543	0	0	2.539278253	0	3.58944781	3.289197328	2.083354675	2.695180398	0	2.085086334	3.929438182	0	2.472381953	3.722615731	2.267857365	8.045468365
hsa05207	Chemical carcinogenesis - receptor activation	ROntoTools	2.290097284	2.483692278	2.19272409	3.184991276	0	3.58944781	4.097816582	2.512995107	3.549457194	0	1.967556925	1.831190815	2.011760252	2.679835248	0	3.200751913	8.898079193
hsa05208	Chemical carcinogenesis - reactive oxygen species	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05210	Colorectal cancer	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05211	Renal cell carcinoma	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05214	Glioma	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05215	Prostate cancer	ROntoTools	1.661155735	0	0	2.094127969	0	0	0	0	0	0	0	0	0	0	1.807322849	0	1.390651638
hsa05216	Thyroid cancer	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05219	Bladder cancer	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05221	Acute myeloid leukemia	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05222	Small cell lung cancer	ROntoTools	2.581077363	0	0	2.476828468	0	0	0	0	1.720689837	0	0	1.739116243	3.297068796	0	0	3.250346624	3.766281833
hsa05223	Non-small cell lung cancer	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05224	Breast cancer	ROntoTools	0	0	0	2.576679626	2.325316334	0	2.092628607	0	0	0	0	2.169493455	0	0	0	0	2.291029505
hsa05225	Hepatocellular carcinoma	ROntoTools	0	1.68166083	1.699708875	0	0	0	0	0	0	0	0	0	0	0	0	0	0.845342426
hsa05226	Gastric cancer	ROntoTools	2.340811263	0	1.730770342	2.249402134	2.396632508	0	2.57877644	0	0	0	0	2.571450625	0	0	1.807322849	0	3.91879154
hsa05230	Central carbon metabolism in cancer	ROntoTools	1.836837147	0	1.699708875	0	2.397873463	0	0	0	1.871719848	0	0	0	0	0	0	0	1.951534833
hsa05231	Choline metabolism in cancer	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	ROntoTools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00010	Glycolysis / Gluconeogenesis	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00020	Citrate cycle (TCA cycle)	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00030	Pentose phosphate pathway	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00190	Oxidative phosphorylation	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00250	Alanine, aspartate and glutamate metabolism	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00260	Glycine, serine and threonine metabolism	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00330	Arginine and proline metabolism	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00564	Glycerophospholipid metabolism	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00980	Metabolism of xenobiotics by cytochrome P450	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa01212	Fatty acid metabolism	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa03022	Basal transcription factors	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa03320	PPAR signaling pathway	SPIA	0	2.243447469	0	4.574684408	2.108349309	0	2.441450004	1.878155005	3.871748118	2.130066096	1.838781145	0	3.48836387	0	0	5.332083297	7.47678218
hsa04010	MAPK signaling pathway	SPIA	3.055013155	0	0	3.040728809	0	0	0	0	0	0	0	2.662758137	0	2.89525148	2.52129414	0	3.54376143
hsa04020	Calcium signaling pathway	SPIA	6.305848682	5.364269569	5.41579068	6.128797297	3.978713278	8.092008279	6.564006389	5.153986634	1.834203157	2.617766958	4.847930058	6.985617255	4.573294242	5.245969864	5.277270735	0	19.59636827
hsa04024	cAMP signaling pathway	SPIA	3.071154968	4.206269091	3.715918149	4.546170315	0	5.001421366	5.052938937	4.474921197	0	0	2.479115054	3.66122083	0	2.231282881	0	0	9.610103198
hsa04060	Cytokine-cytokine receptor interaction	SPIA	2.409700427	2.769897145	0	4.591309329	7.723549575	4.406492083	6.559851287	5.251710401	3.93659944	2.667415473	3.019529407	2.153532637	5.875775042	4.857660202	0	0	14.05575561
hsa04062	Chemokine signaling pathway	SPIA	2.409700427	0	0	0	5.252465408	2.424784827	3.967404892	0	1.949049317	0	2.260197435	0	0	4.591676255	0	0	5.71381964
hsa04064	NF-kappa B signaling pathway	SPIA	0	0	0	0	2.852138045	0	0	0	0	0	0	0	0	0	0	0	0.713034511
hsa04066	HIF-1 signaling pathway	SPIA	0	0	0	0	2.017531512	0	0	0	0	0	0	0	0	0	0	0	0.504382878
hsa04110	Cell cycle	SPIA	2.935095457	0	0	2.035847352	0	0	0	4.025445434	3.090372975	0	2.175445928	2.437816617	0	2.418658227	5.277270735	2.078508511	6.618615309
hsa04115	p53 signaling pathway	SPIA	0	0	0	0	0	0	0	2.750849467	0	1.882892003	0	0	0	0	4.271535381	2.063359484	2.742159084
hsa04142	Lysosome	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04150	mTOR signaling pathway	SPIA	0	0	0	0	3.337040902	0	0	0	0	0	0	0	0	0	0	0	0.834260226
hsa04151	PI3K-Akt signaling pathway	SPIA	4.522332372	0	3.715918149	5.856969432	2.517858802	1.991690988	2.746543239	0	3.086095224	1.882892003	2.332106404	3.974263683	2.098939646	3.279667217	3.605794665	0	10.40276796
hsa04210	Apoptosis	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04310	Wnt signaling pathway	SPIA	2.714860396	0	2.338833819	0	0	1.97611806	2.557491688	0	0	0	0	0	0	2.580987051	1.791453893	0	3.489936227
hsa04330	Notch signaling pathway	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04340	Hedgehog signaling pathway	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04350	TGF-beta signaling pathway	SPIA	0	3.022584552	0	0	0	0	0	0	0	0	0	1.783909539	0	0	2.110616126	0	1.729277554
hsa04370	VEGF signaling pathway	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04510	Focal adhesion	SPIA	4.523066164	0	3.409540325	5.780495521	0	0	0	0	0	1.896893853	3.988569202	5.575434019	4.300445172	4.847100121	5.277270735	1.70823172	10.32676171
hsa04512	ECM-receptor interaction	SPIA	3.735156145	3.921064112	3.106111405	3.520318266	4.665596492	2.405349505	2.214493036	3.345288913	3.13903186	4.6378211	3.865571484	4.267906804	7.209951729	5.692330937	3.727475312	5.372557085	16.20650605
hsa04514	Cell adhesion molecules	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04520	Adherens junction	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04620	Toll-like receptor signaling pathway	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04630	JAK-STAT signaling pathway	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04660	T cell receptor signaling pathway	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04662	B cell receptor signaling pathway	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04810	Regulation of actin cytoskeleton	SPIA	2.788160408	0	2.21594619	2.005892851	0	0	0	0	0	0	0	0	1.646728196	0	0	0	2.164181911
hsa04915	Estrogen signaling pathway	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	2.016558866	0	0	0	0.504139717
hsa05160	Hepatitis C	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05161	Hepatitis B	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05165	Human papillomavirus infection	SPIA	0	0	0	0	2.532867389	0	0	0	0	0	0	0	2.359857312	0	1.70111278	0	1.64845937
hsa05166	Human T-cell leukemia virus 1 infection	SPIA	0	0	0	0	4.736676538	0	0	0	0	0	0	0	0	1.687352607	0	0	1.606007286
hsa05167	Kaposi sarcoma-associated herpesvirus infection	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05169	Epstein-Barr virus infection	SPIA	0	0	0	0	2.418495694	0	0	0	0	0	0	0	0	0	1.798677953	0	1.054293412
hsa05200	Pathways in cancer	SPIA	4.528103486	2.517911885	1.761257319	3.818162003	3.459963775	2.902716348	3.362631722	2.064884121	2.195804175	2.133001937	2.479115054	3.979973754	2.419523583	3.086118011	2.248148804	0	10.73932899
hsa05202	Transcriptional misregulation in cancer	SPIA	3.00339638	0	0	3.077579986	2.026897046	0	0	0	1.966541446	1.747953771	1.736310586	1.928118687	0	2.89525148	0	0	4.595512346
hsa05203	Viral carcinogenesis	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05204	Chemical carcinogenesis - DNA adducts	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05205	Proteoglycans in cancer	SPIA	2.75041374	2.122870614	2.884302562	2.346691472	1.877007015	3.269341145	2.969121787	0	0	0	2.319563384	4.451061902	3.275238252	0	2.116939263	0	7.595637784
hsa05206	MicroRNAs in cancer	SPIA	3.73789055	0	1.742191201	3.181971614	0	3.190546767	2.935049256	2.485975619	2.286309204	0	2.541425442	3.797915785	0	2.922991489	4.403280138	1.820632596	8.761544915
hsa05207	Chemical carcinogenesis - receptor activation	SPIA	1.774795853	2.615441165	1.980576158	3.193813255	0	3.407987338	4.359939896	2.31073036	2.813276138	0	1.937910597	0	1.866126197	2.200197345	0	0	7.115198575
hsa05208	Chemical carcinogenesis - reactive oxygen species	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05210	Colorectal cancer	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05211	Renal cell carcinoma	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05214	Glioma	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05215	Prostate cancer	SPIA	0	0	0	2.036101805	0	0	0	0	0	0	0	0	0	0	0	0	0.509025451
hsa05216	Thyroid cancer	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05219	Bladder cancer	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05221	Acute myeloid leukemia	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05222	Small cell lung cancer	SPIA	0	0	0	2.131069004	0	0	0	0	1.795966518	1.896893853	0	0	4.371317281	0	0	4.533522262	3.682192229
hsa05223	Non-small cell lung cancer	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05224	Breast cancer	SPIA	0	0	0	2.709169511	2.14146652	0	2.14536484	0	0	0	0	2.087561299	0	0	0	0	2.270890543
hsa05225	Hepatocellular carcinoma	SPIA	0	0	0	0	0	0	2.009897169	0	0	0	0	0	0	0	0	0	0.502474292
hsa05226	Gastric cancer	SPIA	2.170090698	0	0	2.254490985	2.25804674	0	2.486373337	0	0	0	0	2.28348429	0	0	0	0	2.863121513
hsa05230	Central carbon metabolism in cancer	SPIA	3.196646958	0	0	0	2.622725501	0	0	0	1.828235721	0	0	0	0	0	0	0	1.911902045
hsa05231	Choline metabolism in cancer	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	SPIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00010	Glycolysis / Gluconeogenesis	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00020	Citrate cycle (TCA cycle)	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00030	Pentose phosphate pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00190	Oxidative phosphorylation	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00250	Alanine, aspartate and glutamate metabolism	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.712796415	0.428199104
hsa00260	Glycine, serine and threonine metabolism	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00330	Arginine and proline metabolism	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00564	Glycerophospholipid metabolism	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00980	Metabolism of xenobiotics by cytochrome P450	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa01212	Fatty acid metabolism	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa03022	Basal transcription factors	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa03320	PPAR signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	3.046745696	0	0	0	0.761686424
hsa04010	MAPK signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04020	Calcium signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04024	cAMP signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04060	Cytokine-cytokine receptor interaction	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04062	Chemokine signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04064	NF-kappa B signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04066	HIF-1 signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04110	Cell cycle	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	2.922709585	3.132202776	0	1.51372809
hsa04115	p53 signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.132202776	0	0.783050694
hsa04142	Lysosome	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04150	mTOR signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04151	PI3K-Akt signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04210	Apoptosis	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04310	Wnt signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04330	Notch signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04340	Hedgehog signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04350	TGF-beta signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04370	VEGF signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04510	Focal adhesion	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04512	ECM-receptor interaction	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04514	Cell adhesion molecules	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04520	Adherens junction	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04620	Toll-like receptor signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04630	JAK-STAT signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04660	T cell receptor signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04662	B cell receptor signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04810	Regulation of actin cytoskeleton	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04915	Estrogen signaling pathway	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05160	Hepatitis C	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05161	Hepatitis B	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05165	Human papillomavirus infection	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05166	Human T-cell leukemia virus 1 infection	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05167	Kaposi sarcoma-associated herpesvirus infection	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05169	Epstein-Barr virus infection	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05200	Pathways in cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
